clusters_round3	n_cells	median_dist	mean_dist	pct_within_50um
G12	3420	0.0152572328954705	0.0182455253670543	97.8654970760234
G8	7370	0.0156729801938222	0.0186138722614793	98.236092265943
G16	1214	0.0173658180826521	0.0199169652074271	97.1993410214168
G3	14716	0.0184592612305955	0.0213183898572603	97.2818700733895
G1	18099	0.0191702595474551	0.0226097323244917	95.701419967954
G4	12063	0.0216323803091971	0.0256655234422769	92.8293127746
